host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
4133153,Bart,2012,11/12,11/12/12,4.67,3816610,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078 XZ,Netherlands,52.34551369,4.889304844,Apartment,Entire home/apt,4,1,2,2,Real Bed,189,4,50,1,4,189,189,756,N/A,N/A,2,80,8,6,8,8,8,8,1078,53,South
4138472,Yvonne,2012,11/13,11/13/12,4.67,784918,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35239786,4.885035479,Apartment,Entire home/apt,2,1,1,1,Real Bed,119,2,40,4,6,119,476,"2,856",within a day,0.6,3,100,9,10,10,10,10,9,1071,46,South
4139821,David,2012,11/13,11/13/12,4.67,785244,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 AD,Netherlands,52.37620689,4.89254656,Bed & Breakfast,Entire home/apt,16,3,4,10,Real Bed,"1,400",10,75,2,12,"1,400","2,800","33,600",within a day,0.74,6,93,8,9,9,10,10,9,1015,8,City Center
4139821,David,2012,11/13,11/13/12,4.67,967830,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 AD,Netherlands,52.37654254,4.890396084,Bed & Breakfast,Entire home/apt,10,1,2,2,Real Bed,320,4,50,3,18,320,960,"17,280",within a day,0.72,9,89,8,8,9,9,10,8,1015,8,City Center
4139821,David,2012,11/13,11/13/12,4.67,1199165,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.3714707,4.896371578,Apartment,Entire home/apt,8,1,2,1,Real Bed,400,4,70,5,4,400,"2,000","8,000",within a day,0.72,2,60,6,8,8,10,10,8,1012,5,City Center
4139821,David,2012,11/13,11/13/12,4.67,967799,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 AD,Netherlands,52.37617088,4.8919727140000004,Bed & Breakfast,Entire home/apt,6,1,1,2,Real Bed,300,3,70,2,14,300,600,"8,400",within a day,0.72,7,87,8,8,10,9,9,8,1015,8,City Center
4150161,Tanne,2012,11/14,11/14/12,4.66,787331,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.35144865,4.853623256,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,1,4,110,110,440,within a few hours,0.69,2,80,8,9,10,10,10,9,1075,50,South
4155287,Kai,2012,11/15,11/15/12,4.66,1216743,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.36670026,4.894533715,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,1,0,2,32,135,270,"8,640",within a day,0.79,16,86,9,8,9,9,10,9,1012,5,City Center
4155845,Jan,2012,11/15,11/15/12,4.66,788479,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34431963,4.907309012,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,1,15,7,10,94,658,"6,580",within a day,0.63,5,98,10,10,10,10,10,10,1079,54,South
4159897,Bregje,2012,11/15,11/15/12,4.66,2490442,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1059 AK,Netherlands,52.34956857,4.847977033,Apartment,Entire home/apt,3,1,2,2,Real Bed,80,2,15,2,26,80,160,"4,160",within a day,1,13,97,10,10,10,10,9,9,1059,35,West
4163226,Jiyeon,2012,11/16,11/16/12,4.66,4132196,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 JB,Netherlands,52.37860612,4.869670364,Apartment,Entire home/apt,3,1,1,1,Real Bed,100,2,25,3,12,100,300,"3,600",N/A,N/A,6,90,10,9,10,10,9,8,1051,27,West
4165037,Esther,2012,11/16,11/16/12,4.66,4676191,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1075 RW,Netherlands,52.35108081,4.853152987,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,1,0,1,2,95,95,190,within an hour,1,1,80,8,8,10,10,8,6,1075,50,South
4165175,Sylvia,2012,11/16,11/16/12,4.66,790507,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 SZ,Netherlands,52.37799582,4.932392184,Boat,Private room,2,0.5,1,1,Real Bed,90,1,0,2,2,90,180,360,within a few hours,1,1,80,10,8,10,6,8,8,1019,12,City Center
4167391,Loredana,2012,11/16,11/16/12,4.66,1912220,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 AL,Netherlands,52.35860773,4.912948965,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,100,1,0,6,2,100,600,"1,200",N/A,N/A,1,100,10,10,8,10,10,10,1091,60,East
4172083,Sjoerd,2012,11/17,11/17/12,4.65,803518,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 TS,Netherlands,52.37496384,4.877924092,Apartment,Entire home/apt,4,2,2,2,Real Bed,395,1,0,3,14,395,"1,185","16,590",within an hour,1,7,90,9,8,10,10,10,9,1015,8,City Center
4173674,Jaap,2012,11/17,11/17/12,4.65,801513,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37307182,4.859387698,House,Entire home/apt,6,2,3,4,Real Bed,205,6,0,3,24,205,615,"14,760",within a day,0.6,12,90,9,9,10,9,9,9,1056,32,West
4176380,Annemarijn,2012,11/17,11/17/12,4.65,792664,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 EZ,Netherlands,52.37973903,4.88830235,Apartment,Entire home/apt,4,1,1,1,Real Bed,75,1,20,1,50,95,95,"4,750",a few days or more,0.24,25,93,9,9,10,10,10,9,1013,6,City Center
4176911,Arjan,2012,11/17,11/17/12,4.65,912196,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 BJ,Netherlands,52.36131603,4.941180518,Apartment,Entire home/apt,2,1,0,1,Real Bed,71,2,0,5,38,71,355,"13,490",within a few hours,0.67,19,99,10,10,9,9,9,10,1095,64,East
4179311,Saskia,2012,11/18,11/18/12,4.65,5398815,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1053,Netherlands,52.36566449,4.862703678,Apartment,Entire home/apt,3,1,1,2,Real Bed,115,2,10,1,4,115,115,460,within a few hours,0.87,2,80,10,7,10,9,8,7,1053,29,West
4179993,Sophie,2012,11/18,11/18/12,4.65,3017962,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1091 EL,Netherlands,52.35129864,4.910005397,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,1,0,1,16,200,200,"3,200",within a few hours,0.9,8,98,10,9,9,9,10,9,1091,60,East
4183213,Hans,2012,11/18,11/18/12,4.65,794007,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012 PZ,Netherlands,52.37537932,4.892723568,Bed & Breakfast,Private room,2,1,1,2,Real Bed,140,2,80,2,6,140,280,"1,680",within a few hours,1,3,80,9,9,9,10,10,6,1012,5,City Center
4183403,Arden,2012,11/18,11/18/12,4.65,2817460,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 SN,Netherlands,52.37578451,4.855158272,Apartment,Entire home/apt,4,1,2,2,Real Bed,75,2,15,5,12,75,375,"4,500",within a day,0.83,6,97,10,10,10,10,9,10,1055,31,West
4184910,Lydia,2012,11/18,11/18/12,4.65,794322,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011 JH,Netherlands,52.37193019,4.903772867,Boat,Entire home/apt,2,1,1,1,Real Bed,130,1,0,2,198,130,260,"51,480",within a few hours,1,99,97,10,10,10,10,10,9,1011,4,City Center
4188234,Susanne,2012,11/19,11/19/12,4.65,5065367,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1018 MR,Netherlands,52.36879197,4.926429893,Bed & Breakfast,Private room,2,1,1,1,Real Bed,75,2,5,3,6,75,225,"1,350",within an hour,1,3,100,10,10,10,10,10,9,1018,11,City Center
4189952,Marije,2012,11/19,11/19/12,4.65,795372,De Baarsjes - Oud-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1052 NE,Netherlands,52.37098204,4.872734117,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,1,0,5,50,120,600,"30,000",within a day,0.9,25,97,10,10,10,10,9,10,1052,28,West
4190731,Erik,2012,11/19,11/19/12,4.65,795569,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.37577824,4.873711973,Apartment,Entire home/apt,3,1,1,2,Real Bed,99,2,30,2,40,99,198,"7,920",within a day,0.93,20,96,10,9,10,10,10,9,1052,28,West
4192913,Harriet,2012,11/19,11/19/12,4.65,5123650,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,Noord-Holland,North Holland,1074 AG,Netherlands,52.35356885,4.901476466,Apartment,Entire home/apt,3,1,1,2,Real Bed,90,2,25,2,10,90,180,"1,800",within an hour,0.9,5,100,10,9,10,10,9,9,1074,49,South
4194050,Daisy,2012,11/19,11/19/12,4.65,796176,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 HH,Netherlands,52.36229541,4.911207239,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,1,0,4,12,100,400,"4,800",within a day,1,6,96,10,9,10,10,9,9,1018,11,City Center
4197303,Viola & Daniel,2012,11/20,11/20/12,4.65,1889863,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013 LC,Netherlands,52.38749124,4.88732813,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,3,14,90,270,"3,780",within an hour,1,7,94,10,10,10,10,10,9,1013,6,City Center
4200665,Patty,2012,11/20,11/20/12,4.65,797660,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35312415,4.90273626,Apartment,Entire home/apt,4,1,2,3,Real Bed,120,2,29,2,126,120,240,"30,240",within a few hours,0.79,63,91,9,9,10,10,9,9,1074,49,South
4203355,Els,2012,11/20,11/20/12,4.65,927900,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 AR,Netherlands,52.37052553,4.920493322,Apartment,Entire home/apt,2,1,2,1,Real Bed,75,1,15,2,14,90,180,"2,520",within a day,0.9,7,97,10,9,10,10,9,9,1018,11,City Center
4203731,Daan,2012,11/20,11/20/12,4.65,798189,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051,Netherlands,52.38639493,4.87921897,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,150,2,20,1,24,150,150,"3,600",within a few hours,0.75,12,96,10,10,9,10,9,9,1051,27,West
4203805,Marcello,2012,11/20,11/20/12,4.65,798207,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011,Netherlands,52.37060441,4.910490093,Apartment,Entire home/apt,2,1,2,2,Real Bed,150,2,0,3,74,150,450,"33,300",within a day,0.55,37,92,9,9,10,9,10,9,1011,4,City Center
4209869,Eline,2012,11/21,11/21/12,4.64,1613972,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 KA,Netherlands,52.37943854,4.870008015,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,0,3,14,85,255,"3,570",within a day,1,7,100,10,10,10,10,9,9,1051,27,West
4209941,Thom,2012,11/21,11/21/12,4.64,1935329,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073 GM,Netherlands,52.35241149,4.896275657,Apartment,Private room,2,1,1,1,Real Bed,90,1,15,1,2,105,105,210,within a day,0.93,1,80,8,6,10,8,8,8,1073,48,South
4215174,Hinde,2012,11/22,11/22/12,4.64,800723,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.36922267,4.861835537,Apartment,Entire home/apt,4,1,2,2,Real Bed,96,2,25,4,8,96,384,"3,072",within a few hours,0.8,4,100,10,10,10,10,9,10,1056,32,West
4215391,Fem,2012,11/22,11/22/12,4.64,802412,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073,Netherlands,52.35398472,4.89838325,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,144,2,30,5,40,144,720,"28,800",N/A,N/A,20,98,10,10,10,10,10,10,1073,48,South
4217359,Alex & Diana,2012,11/22,11/22/12,4.64,1941975,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 NH,Netherlands,52.37573822,4.886625926,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,150,2,0,1,24,150,150,"3,600",N/A,N/A,12,100,10,10,10,10,10,10,1015,8,City Center
4221960,Peter,2012,11/23,11/23/12,4.64,802052,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 VG,Netherlands,52.36466442,4.910165045,Boat,Entire home/apt,2,1,1,1,Real Bed,75,1,0,2,162,75,150,"24,300",within an hour,1,81,97,10,10,10,10,10,10,1018,11,City Center
4223275,Bram,2012,11/23,11/23/12,4.64,1687286,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 CV,Netherlands,52.37259247,4.942409108,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,1,0,1,10,90,90,900,within an hour,1,5,87,9,7,9,8,6,5,1019,12,City Center
4224101,Elles,2012,11/23,11/23/12,4.64,4564692,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1093 GT,Netherlands,52.36016689,4.926342648,Apartment,Entire home/apt,2,1,1,1,Real Bed,97,0,0,4,4,97,388,"1,552",within a few hours,1,2,100,10,10,10,10,9,9,1093,62,East
4225603,Niels,2012,11/23,11/23/12,4.64,815872,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 XP,Netherlands,52.35881345,4.888263716,Apartment,Entire home/apt,3,1,2,2,Real Bed,160,2,40,2,34,160,320,"10,880",within a day,0.67,17,97,10,10,10,10,10,10,1072,47,South
4237150,Emile,2012,11/25,11/25/12,4.63,995124,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 BG,Netherlands,52.37677528,4.944710337,Boat,Entire home/apt,6,1.5,2,4,Real Bed,250,1,0,2,28,250,500,"14,000",within a day,0.96,14,96,10,8,9,10,9,9,1019,12,City Center
4239235,Felice,2012,11/25,11/25/12,4.63,805330,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34694636,4.893385393,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,69,2,39,2,28,69,138,"3,864",within a few hours,0.76,14,99,10,10,10,10,9,10,1078,53,South
4239235,Felice,2012,11/25,11/25/12,4.63,1018498,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34401118,4.901490247,Apartment,Private room,2,1.5,1,1,Real Bed,79,1,25,1,2,104,104,208,within a few hours,0.76,1,80,8,10,10,10,10,10,1078,53,South
4239610,Lisa En Peter Paul,2012,11/25,11/25/12,4.63,805368,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37045979,4.887421891,Apartment,Entire home/apt,2,1,1,2,Real Bed,95,1,0,4,246,95,380,"93,480",within a few hours,1,123,99,10,10,10,10,10,10,1016,9,City Center
4239966,Olivier,2012,11/25,11/25/12,4.63,3171364,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 WS,Netherlands,52.35284651,4.915517566,Apartment,Private room,2,1,1,1,Real Bed,53,1,0,2,32,53,106,"3,392",within a day,0.8,16,93,10,10,10,10,9,9,1091,60,East
4242916,Ewout & Bart,2012,11/25,11/25/12,4.63,1520206,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019,Netherlands,52.37907399,4.925253287,Apartment,Entire home/apt,2,1,1,1,Real Bed,129,1,0,3,14,129,387,"5,418",within a day,0.8,7,100,10,10,10,10,10,10,1019,12,City Center
4246489,Sander,2012,11/26,11/26/12,4.63,3787373,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1094,Netherlands,52.36395321,4.935720021,Apartment,Entire home/apt,2,1,1,1,Real Bed,72,1,0,4,6,72,288,"1,728",within an hour,1,3,100,10,8,10,8,10,8,1094,63,East
4250322,Tjeerd,2012,11/26,11/26/12,4.63,2290250,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 HD,Netherlands,52.35556228,4.892057044,Apartment,Entire home/apt,4,2,2,2,Real Bed,195,4,50,2,8,195,390,"3,120",within a day,0.89,4,100,10,10,10,10,10,10,1072,47,South
4251778,Joost,2012,11/26,11/26/12,4.63,808190,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 SZ,Netherlands,52.35371523,4.910323036,Apartment,Private room,2,1,1,1,Real Bed,50,1,0,3,2,50,150,300,N/A,N/A,1,100,10,10,10,10,10,10,1091,60,East
4260154,Philippe,2012,11/27,11/27/12,4.63,1692553,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092CM,Netherlands,52.35626307,4.926151036,Apartment,Entire home/apt,4,1,1,2,Real Bed,114,2,19,2,24,114,228,"5,472",within an hour,1,12,93,10,9,10,10,9,8,1092,61,East
4262998,Margot,2012,11/27,11/27/12,4.63,810703,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1017 RJ,Netherlands,52.36845739,4.886020878,Apartment,Entire home/apt,3,1,2,1,Real Bed,195,2,25,2,62,195,390,"24,180",within a few hours,0.9,31,97,10,9,9,10,10,9,1017,10,City Center
4269644,Robbie,2012,11/28,11/28/12,4.62,3827896,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013,Netherlands,52.39086492,4.88091602,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,1,0,1,4,175,175,700,within an hour,1,2,90,10,9,10,10,8,8,1013,6,City Center
4269789,Stefanie,2012,11/28,11/28/12,4.62,812090,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1017 WJ,Netherlands,52.35959121,4.902636445,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,139,2,25,3,20,139,417,"8,340",within an hour,1,10,90,9,9,9,10,10,8,1017,10,City Center
4271971,Ingrid,2012,11/28,11/28/12,4.62,812724,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 CE,Netherlands,52.39114495,4.881894505,Bed & Breakfast,Private room,4,1,1,2,Real Bed,99,4,0,1,154,99,99,"15,246",within a few hours,1,77,91,9,10,10,10,9,9,1013,6,City Center
4271971,Ingrid,2012,11/28,11/28/12,4.62,1437056,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1013 CE,Netherlands,52.38940564,4.881216855,Apartment,Private room,4,1,1,2,Real Bed,57,4,0,2,38,57,114,"4,332",within a few hours,1,19,87,9,10,10,9,8,9,1013,6,City Center
4272620,Rolf,2012,11/28,11/28/12,4.62,1512777,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36103018,4.861596818,House,Entire home/apt,6,2,2,3,Real Bed,250,5,0,2,24,250,500,"12,000",within a few hours,0.91,12,96,9,9,9,10,9,8,1054,30,West
4280207,Harm&Hilde,2012,11/29,11/29/12,4.62,940146,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1079,Netherlands,52.34302495,4.905967071,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,0,6,6,75,450,"2,700",N/A,N/A,3,94,10,9,9,9,9,9,1079,54,South
4280394,Lotte,2012,11/29,11/29/12,4.62,4454278,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052 GA,Netherlands,52.37935816,4.874276763,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,1,0,1,34,99,99,"3,366",within a few hours,0.87,17,84,9,9,10,9,9,8,1052,28,West
4281750,Karin,2012,11/29,11/29/12,4.62,931270,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1076 CW,Netherlands,52.33958209,4.847874052,Apartment,Entire home/apt,4,1,1,1,Real Bed,95,2,10,2,56,95,190,"10,640",within an hour,1,28,96,10,10,10,10,9,10,1076,51,South
4285996,Zana Ustebay & Richard,2012,11/30,11/30/12,4.62,815781,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 ZH,Netherlands,52.37850516,4.877256786,Bed & Breakfast,Private room,2,1,1,2,Real Bed,85,1,0,2,2,85,170,340,within an hour,1,1,100,8,8,10,10,8,8,1015,8,City Center
4285996,Zana Ustebay & Richard,2012,11/30,11/30/12,4.62,843898,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1015 ZH,Netherlands,52.37831304,4.876986974,Bed & Breakfast,Private room,2,1,1,2,Real Bed,85,1,0,2,10,85,170,"1,700",within an hour,1,5,85,9,10,9,9,10,9,1015,8,City Center
4286555,Marielle,2012,11/30,11/30/12,4.62,1764893,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 XR,Netherlands,52.38352793,4.852266739,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,2,0,1,4,115,115,460,within a day,0.7,2,60,6,6,10,10,6,6,1055,31,West
4287054,Reinoud,2012,11/30,11/30/12,4.62,1473537,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37461187,4.878005285,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,1,0,3,10,85,255,"2,550",within a day,1,5,84,8,8,9,9,9,8,1016,9,City Center
4288523,Katinka,2012,11/30,11/30/12,4.62,816422,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 PH,Netherlands,52.36390498,4.881021647,Apartment,Entire home/apt,4,1,2,4,Real Bed,125,4,0,3,130,125,375,"48,750",within a day,0.75,65,91,9,8,10,10,10,9,1017,10,City Center
4290554,Joyce,2012,11/30,11/30/12,4.62,816940,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075,Netherlands,52.35293054,4.855458775,Apartment,Entire home/apt,2,1,1,1,Real Bed,79,2,15,3,44,79,237,"10,428",within a few hours,1,22,91,9,9,10,10,9,9,1075,50,South
4294559,Nienke,2012,12/1,12/1/12,4.62,819509,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1075 TP,Netherlands,52.3523043,4.853986455,Apartment,Entire home/apt,3,1,1,1,Real Bed,110,2,0,3,26,110,330,"8,580",within a day,0.93,13,95,10,10,10,10,9,9,1075,50,South
4294992,Simon,2012,12/1,12/1/12,4.62,817716,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1052 LW,Netherlands,52.37338001,4.872199673,Apartment,Entire home/apt,2,1,1,1,Real Bed,98,2,0,4,20,98,392,"7,840",within an hour,1,10,98,10,10,10,10,10,9,1052,28,West
4296919,Otto,2012,12/1,12/1/12,4.62,818079,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 AW,Netherlands,52.37269268,4.94433614,Boat,Entire home/apt,2,1,1,1,Real Bed,90,2,50,2,172,90,180,"30,960",within an hour,1,86,94,10,10,9,9,9,9,1019,12,City Center
4297337,Liesbeth,2012,12/1,12/1/12,4.62,818881,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017LB,Netherlands,52.36202529,4.89601243,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,2,0,2,6,130,260,"1,560",N/A,N/A,3,93,10,10,10,10,10,9,1017,10,City Center
4301128,Sylvia,2012,12/2,12/2/12,4.61,818878,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087 AZ,Netherlands,52.35875957,4.989579346,Apartment,Entire home/apt,4,1,2,2,Real Bed,110,4,0,4,42,110,440,"18,480",within a day,1,21,91,10,9,10,10,9,9,1087,59,East
4301159,Brigitte,2012,12/2,12/2/12,4.61,1141047,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1058,Netherlands,52.35352353,4.851659409,Apartment,Entire home/apt,4,1,2,2,Real Bed,99,3,40,2,102,99,198,"20,196",within an hour,1,51,93,10,9,9,10,9,9,1058,34,West
4302455,Steven,2012,12/2,12/2/12,4.61,1432040,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35672462,4.906558473,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,25,2,32,149,298,"9,536",within a few hours,1,16,97,10,10,10,10,9,10,1091,60,East
4303090,Irina,2012,12/2,12/2/12,4.61,3242572,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 GL,Netherlands,52.35234034,4.893570399,Apartment,Private room,2,1,1,1,Real Bed,84,1,0,2,12,84,168,"2,016",N/A,N/A,6,93,8,9,10,10,10,9,1072,47,South
4312383,Colette,2012,12/3,12/3/12,4.61,821318,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 DS,Netherlands,52.3780369,4.886114751,Boat,Entire home/apt,2,1,1,1,Real Bed,155,1,0,3,34,155,465,"15,810",within a day,0.5,17,96,10,9,10,10,10,9,1015,8,City Center
4312792,Dominique,2012,12/3,12/3/12,4.61,833641,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34833924,4.904192556,Apartment,Entire home/apt,4,1,1,1,Real Bed,89,2,25,1,26,89,89,"2,314",within a day,0.83,13,95,10,10,10,10,9,9,1078,53,South
4313096,Danielle,2012,12/3,12/3/12,4.61,821386,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1062 GL,Netherlands,52.34836375,4.834133598,Apartment,Entire home/apt,3,1,1,1,Real Bed,76,1,20,1,50,96,96,"4,800",within a few hours,0.94,25,95,10,9,10,10,8,9,1062,38,West
4314111,Kimberley,2012,12/3,12/3/12,4.61,1724828,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054 AV,Netherlands,52.36096134,4.873634046,Apartment,Entire home/apt,3,1,2,2,Real Bed,180,2,25,3,20,180,540,"10,800",within a few hours,0.91,10,98,10,10,9,9,10,9,1054,30,West
4314251,Chris,2012,12/3,12/3/12,4.61,4673980,Centrum-West,Amsterdam,Amsterdam,Noord-Holland,North Holland,1015,Netherlands,52.37689347,4.88656912,Apartment,Entire home/apt,4,1,2,2,Real Bed,90,1,30,3,8,120,360,"2,880",within a few hours,1,4,95,10,9,10,10,10,9,1015,8,City Center
4316864,Eric,2012,12/3,12/3/12,4.61,822107,Osdorp,Amsterdam,Amsterdam,North Holland,North Holland,1068 PM,Netherlands,52.36324555,4.808375055,Apartment,Private room,1,1,1,1,Real Bed,50,1,30,1,18,50,50,900,within a few hours,0.95,9,93,10,10,9,9,8,8,1068,44,West
4319538,Le Jardin,2012,12/4,12/4/12,4.61,822550,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 HJ,Netherlands,52.3718058,4.882939998,Loft,Entire home/apt,2,1,1,1,Real Bed,175,1,0,2,14,175,350,"4,900",within a day,0.93,7,100,10,10,10,10,10,10,1016,9,City Center
4319538,Le Jardin,2012,12/4,12/4/12,4.61,3407524,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 HJ,Netherlands,52.36979388,4.883068703,Loft,Entire home/apt,2,1,1,1,Real Bed,175,1,0,2,10,175,350,"3,500",within a day,0.93,5,96,10,9,10,10,10,9,1016,9,City Center
